race,wealth,weight
Hispanic,263000,10854.73932
Hispanic,282000,11025.298832
Hispanic,263000,11314.821149
Hispanic,274000,10863.535105
White,41720,10447.648041
White,40710,10073.910056
White,40720,9975.2463082
White,40710,10122.625569
White,39710,9911.0353776
White,37331000,51.639425623
White,37331000,50.534769448
White,37332000,51.963388302
White,37331000,51.408435864
White,37331000,51.508438551
White,28283000,84.890346212
White,27190000,83.711594851
White,27863000,82.974787882
White,28123000,84.056761381
White,26273000,86.250788095
Asian,8719700,595.41815652
Asian,8718700,648.54219167
Asian,8719700,704.43104053
Asian,8718700,624.75277982
Asian,8719700,608.81859887
Black,22701,1652.81384
Black,22701,1690.4916216
Black,23601,1640.6384922
Black,22701,1680.1424416
Black,23701,1648.056822
White,9127000,396.96293799
White,7517000,420.97633945
White,7986000,437.653737
White,7395000,421.90449689
White,8902000,403.98465165
White,1072500,3322.2046167
White,1072500,3369.7842126
White,1072500,3479.2426834
White,1072600,3478.3240328
White,1074800,3552.3930794
White,13854590,3198.4196248
White,13853060,3414.4089195
White,13854010,3517.8927805
White,13856090,3380.776903
White,13852940,3226.1677245
White,731500,4761.7195989
White,720500,4780.1180332
White,638600,5146.3769148
White,765600,4910.546121
White,765600,5226.823012
Black,12050,1858.797999
Black,10000,1872.0254751
Black,10000,1846.7738455
Black,10000,1885.4717903
Black,10000,1846.7109931
Hispanic,70900,6092.1175881
Hispanic,70900,6090.6629285
Hispanic,70900,6077.3594279
Hispanic,70900,6084.7068833
Hispanic,70900,6074.9395089
Black,244300,2888.0509107
Black,250900,2887.1727029
Black,253420,2940.7171046
Black,248800,2886.3820313
Black,253200,2933.5367549
Black,266000,7935.8359212
Black,264000,7513.9471619
Black,264000,7786.4901605
Black,264000,7543.1175995
Black,265000,7604.3722112
White,3911200,6436.5883253
White,4112600,6777.1671928
White,3697600,6967.0314055
White,4680000,6709.1873912
White,3576600,6577.2542633
White,356300,16057.426106
White,359400,14994.228949
White,357300,15037.796059
White,360500,15663.330631
White,384000,14906.207025
White,2653651,11075.444316
White,2653651,13042.580571
White,2653651,9342.7659657
White,2653651,11194.62201
White,2653651,10074.331957
White,34800,21372.118298
White,35100,21690.286514
White,36900,21074.338212
White,38300,21610.83599
White,40300,21029.002768
White,267500,9154.0764996
White,264500,8673.7365597
White,261500,8838.3710982
White,267500,8720.9847268
White,258500,8757.6701591
White,589200,8181.8754961
White,604150,8222.4898612
White,555100,8788.9669972
White,527900,9907.6632264
White,611000,8936.8372056
Black,759400,6438.8821266
Black,745400,6420.0817082
Black,760400,7050.2883926
Black,742400,6583.8525202
Black,760400,7134.3829497
Black,30450,8151.9833993
Black,30290,8102.7127029
Black,30350,8249.2946402
Black,30050,8084.9165116
Black,30260,8226.1539346
White,59500,6484.4358399
White,63530,6478.5272571
White,89630,6517.0273869
White,64850,6495.8036177
White,58710,6492.243342
White,3747200,3152.3037126
White,3741300,3457.7509086
White,3751200,3749.2528411
White,3758500,3361.215155
White,3742200,3248.6675223
White,11400,14279.472862
White,11400,14226.493343
White,11400,14300.49344
White,11400,14175.10941
White,11400,14279.5388
White,183000,2815.5069121
White,183000,2673.17019
White,183000,2690.6317051
White,182000,2722.0551373
White,183000,2661.1881944
White,10000,10845.059593
White,10000,10646.49105
White,10000,10564.610217
White,10000,10933.124528
White,10000,10540.256917
White,615700,13270.593405
White,615700,13916.530515
White,615700,15087.666317
White,615700,13731.080099
White,615700,15323.510658
Hispanic,264050,4248.9353488
Hispanic,263850,3973.2523157
Hispanic,263350,4090.4820332
Hispanic,263650,4091.6635637
Hispanic,263450,4040.2506106
White,540500,7283.3561178
White,542700,7312.1906057
White,533700,7875.2489952
White,538400,7513.144627
White,543200,7996.5916152
White,10000,5233.7914535
White,10000,5220.5396562
White,10000,5242.0688846
White,10000,5200.5374202
White,10000,5234.6582135
Asian,1813600,571.18460846
Asian,1812100,611.83675986
Asian,1819100,560.57556998
Asian,1819700,574.68861437
Asian,1818700,562.28501833
Hispanic,430420,2079.8112946
Hispanic,429870,2086.2385172
Hispanic,430800,2245.3758068
Hispanic,430100,2142.7363595
Hispanic,432100,2278.0537051
White,62125130,530.59570936
White,61632130,533.44540762
White,60165130,539.60854883
White,62453130,551.14839501
White,56453130,535.13883362
White,10000,14286.765167
White,10000,14235.965237
White,10000,14310.19469
White,10000,14183.536141
White,10000,14283.973286
White,55284600,678.86930747
White,55249600,671.83237036
White,55211600,619.95334878
White,55291700,691.5135948
White,55225700,671.77291557
White,716890,10107.178928
White,721120,10153.590019
White,721350,10851.602344
White,722630,10424.149582
White,713020,11038.981196
White,9021400,2772.0777225
White,9261400,2937.7621668
White,9001400,3028.9726542
White,8989400,2912.4062422
White,9270400,2792.6667837
Black,1091080,13270.593405
Black,1111860,13916.530515
Black,1104780,15087.666317
Black,1072750,13731.080099
Black,1055130,15323.510658
White,287100,10423.414041
White,290500,10460.667607
White,288100,11274.636331
White,288400,10746.477942
White,287100,11443.775073
White,4138400,3645.4464349
White,4189400,3920.2826083
White,3968000,4068.2947247
White,4093400,3914.3069951
White,4094400,3720.812266
White,758205,10123.895786
White,901210,10158.438916
White,721210,10941.356242
White,906205,10431.254047
White,818205,11109.970088
White,3327000,7502.2230212
White,3253500,7788.2259252
White,3334400,8071.8570339
White,3368800,7763.5609792
White,3274200,7655.7521987
White,54454000,476.25392743
White,54448000,471.90462351
White,54431500,477.34784221
White,54447000,486.57454896
White,46927570,400.67958919
White,22190500,99.043177763
White,24620000,96.972266632
White,22532000,97.170780953
White,22219500,98.479422298
White,22406600,101.10652655
Black,27680,5617.5982864
Black,36320,5583.6454475
Black,28820,5684.6562567
Black,27940,5571.3819469
Black,28890,5668.7098076
White,2683330,7338.2507213
White,2698700,7618.5025354
White,2688170,7005.3811977
White,2714820,7189.0837246
White,2684671,7192.7832267
Black,62780,2697.9748343
Black,66200,2551.990182
Black,65700,2641.4982993
Black,64200,2575.5856449
Black,70700,2598.5218191
White,285000,18396.746051
White,276100,17431.417446
White,284000,17762.279855
White,284000,17526.371048
White,271700,17600.096953
White,21288800,199.61938657
White,21288100,203.10461513
White,21287800,203.67736489
White,21288100,206.64474567
White,21288800,202.66734422
Hispanic,319550,2124.2662117
Hispanic,430200,1984.2238987
Hispanic,357200,1985.4252936
Hispanic,378150,2068.2563172
Hispanic,334200,1991.2867359
White,25136000,492.6232436
White,28676000,487.27556107
White,27596000,489.33769921
White,25966000,494.85630603
White,25136000,499.6892021
Hispanic,160770,3919.8281885
Hispanic,167880,3762.4446532
Hispanic,159780,3809.5568398
Hispanic,161780,3794.0967289
Hispanic,169280,3769.858308
White,10000,3557.8747527
White,10000,3449.1041099
White,10000,3517.9597384
White,10000,3482.44472
White,10000,3471.9168928
White,10000,7836.629679
White,10000,7951.3879105
White,10000,7868.9015177
White,10000,7867.2750311
White,10000,7874.6891484
White,29731,11496.688342
White,36231,11162.161014
White,28231,11422.744766
White,28331,11229.942519
White,30931,11224.423885
White,1499000,632.33558216
White,1616000,2148.5240932
White,1717000,1948.2510587
White,1419000,656.63708865
White,1476000,678.06314809
Asian,13210,7532.4330536
Asian,11340,7833.0638053
Asian,13980,7717.970778
Asian,11410,7539.9856269
Asian,15310,7862.2863902
White,980500,8413.5807555
White,931000,8442.2882235
White,912900,9092.9407275
White,897900,8669.0143949
White,874500,9233.0692161
White,27900,10794.508124
White,38400,10480.412634
White,29100,10725.08078
White,30000,10544.054265
White,24500,10538.872692
Black,10000,5085.6984987
Black,10000,5127.1620112
Black,10000,5121.7038541
Black,10000,5182.648877
Black,10000,5136.7428221
Black,10000,6058.41142
Black,10000,5920.383993
Black,10000,5921.9282629
Black,10000,6004.5365331
Black,10000,5866.5337535
Black,10000,2333.2749061
Black,10000,2354.4088172
Black,10000,2296.8064683
Black,10000,2331.8439775
Black,10000,2308.8274444
White,365000,10683.797138
White,391000,9976.3996587
White,377000,10005.387005
White,376000,10421.585991
White,373000,9917.8343336
Hispanic,22800,3092.5699148
Hispanic,22800,3126.2950381
Hispanic,22800,3118.2048057
Hispanic,22800,3122.6859358
Hispanic,22800,3126.3833938
Asian,438300,2636.9050588
Asian,440800,2627.4097423
Asian,437600,2835.2616365
Asian,439100,2673.9901119
Asian,439400,2870.6723406
White,43000,10627.716491
White,43000,10019.832982
White,43000,10102.69759
White,43000,10111.093918
White,43000,9966.6125391
Black,84650,2444.2926396
Black,84550,2312.0344708
Black,84550,2393.1264178
Black,84550,2333.4113256
Black,84650,2354.1908826
Asian,13489550,120.3798136
Asian,13455330,128.82679005
Asian,13468202,135.31951192
Asian,13557020,129.37807977
Asian,13485940,122.59327366
White,291700,15694.258754
White,291600,15340.209829
White,291700,15628.193593
White,291600,15458.395224
White,291600,15474.384224
White,424895200,44.252104334
White,419459300,44.646905025
White,427191200,44.998086106
White,420411100,45.907628537
White,420270200,44.50161614
White,10000,1561.5023336
White,10000,1579.941889
White,10000,1563.7581842
White,10000,1579.9188213
White,10000,1572.6227301
White,632450,256.64316135
White,631750,268.06914767
White,632050,275.15059097
White,637950,274.64071792
White,631950,275.45344717
White,22242810,2125.1887679
White,12309560,3090.8834799
White,8660360,3186.7553785
White,8932320,3064.3060702
White,12359910,2991.3632106
Hispanic,3853500,1433.2510285
Hispanic,3853500,1549.3573773
Hispanic,3852500,1610.3862496
Hispanic,3854500,1556.2547577
Hispanic,3853500,1463.6487893
White,1313800,3836.2595841
White,1313900,3848.8852362
White,1313900,4146.4668064
White,1313900,3951.0269668
White,1313800,4209.7255397
White,136800,1925.9531656
White,138030,1970.3082781
White,137300,1947.5933002
White,137300,1945.6770341
White,137100,1955.4365053
White,10000,21293.527908
White,10000,20620.715759
White,10000,20324.922411
White,10000,20964.320564
White,10000,20287.389432
White,87000,11008.077326
White,87100,10150.368476
White,87000,10221.305043
White,87000,10549.126764
White,87000,10264.844681
White,148800,19489.467599
White,152500,19417.519673
White,156900,19137.284977
White,139800,19707.62173
White,149500,19111.573563
White,1406740,8696.9133301
White,1401450,8732.3962141
White,1400090,9402.6696233
White,1408530,8975.1599086
White,1400880,9549.0010725
White,2095400,353.82736587
White,2118400,372.63204382
White,2332400,338.65071718
White,3024400,350.87755396
White,3014400,343.23510868
White,4271600,1462.5777883
White,4103300,1581.059871
White,4198800,1643.337498
White,4210800,1588.0983835
White,4523300,1493.5975391
White,833019800,2.7548820811
White,823724350,2.7610664685
White,721003600,2.7869886618
White,800417200,2.8365310103
White,944263400,2.7686009556
Black,103860,2900.0571515
Black,90110,2682.5325571
Black,103601,2806.7017222
Black,212990,2779.556003
Black,100680,2767.0130086
White,5272000,558.99492717
White,5271000,603.11480385
White,5271000,632.31825068
White,5271000,601.84691137
White,5272000,563.40606879
White,463280,15375.787163
White,460280,14568.976702
White,458870,14845.507669
White,463280,14648.337822
White,457280,14709.957079
Black,10000,10939.943067
Black,10000,11306.328541
Black,10000,10963.144859
Black,10000,11285.234457
Black,10000,11040.757657
Black,10000,2812.8047686
Black,12500,2858.5535348
Black,12760,2802.5133525
Black,11910,2858.2438947
Black,11300,2815.7614532
White,198550,13776.659078
White,193550,13258.275511
White,202850,13276.146388
White,195050,13547.925969
White,192550,13121.563193
White,71306000,59.148879531
White,64721900,58.336613505
White,66413800,58.658546622
White,69363000,59.938179245
White,64664000,59.683006914
White,10936250,3733.489202
White,9702250,3957.2242331
White,10390250,4121.7850325
White,9676250,3962.8035982
White,11034250,3783.6961895
White,1913500,1470.392254
White,1914500,1589.5073793
White,1855500,1652.117752
White,1775500,1596.5834983
White,1997500,1501.5777415
White,10000,2142.3686089
White,10000,2133.459945
White,10000,2102.7583196
White,10000,2164.1959492
White,10000,2107.0454166
Black,158280,4355.6908379
Black,157710,4354.3663454
Black,162920,4435.1207598
Black,159720,4353.173873
Black,159730,4424.2915243
Black,134800,4843.1387461
Black,134700,4506.3238162
Black,134800,4673.6188028
Black,134700,4692.0711411
Black,134700,4592.8862536
Hispanic,2023000,3209.9663154
Hispanic,3543000,6538.7635434
Hispanic,1283000,1037.706726
Hispanic,1946000,3170.7315479
Hispanic,1568000,1057.7829316
Black,67740,8951.055814
Black,19050,8687.1647656
Black,49590,8727.741406
Black,103510,8745.1253659
Black,95475,8637.4010768
White,63471000,101.02797361
White,50720000,82.735586127
White,60657000,99.690091136
White,66589000,101.98927172
White,63965000,101.84393449
White,35356000,37.367916328
White,33957000,37.466518193
White,37406000,37.638862655
White,35356000,38.023431922
White,37407000,37.874942132
Asian,60200,1440.9024872
Asian,53200,1429.6346242
Asian,61200,1444.1668292
Asian,55800,1473.1028326
Asian,54500,1448.0336884
White,11484000,160.91758093
White,11478000,171.54335871
White,11478000,178.62008033
White,11466470,172.95055328
White,11484500,163.84982365
Black,10000,2846.2986032
Black,10000,2856.9334182
Black,10000,2835.4106155
Black,10000,2826.5919887
Black,10000,2844.2807656
Black,13660,1664.4959603
Black,12740,1702.4400492
Black,12640,1652.2345569
Black,14200,1692.017721
Black,13870,1659.7053196
Hispanic,38050,2712.8880175
Hispanic,38090,2578.9462794
Hispanic,38080,2546.7447582
Hispanic,38120,2643.209591
Hispanic,38050,2520.9196051
White,4687800,1383.1053008
White,4875400,1515.7011357
White,4377100,1644.6021302
White,4545000,1472.1527859
White,4438000,1425.0281359
Hispanic,230500,8310.4599629
Hispanic,229500,8117.3822038
Hispanic,230500,7986.9301625
Hispanic,232500,8180.6927036
Hispanic,233500,7925.1867168
Black,100440,10658.653123
Black,62125,10049.014707
Black,105535,10315.541562
Black,59225,10215.772216
Black,56335,10169.672633
White,322200,7611.2108079
White,322200,7642.4514732
White,321200,8229.2093575
White,322200,7850.4548105
White,321200,8354.3764183
White,1260910,9128.000969
White,1259910,9158.366641
White,1259900,9847.7429133
White,1260000,9402.7186179
White,1259900,9993.1269947
White,2816000,4446.9439918
White,2935000,4590.1482561
White,3196000,4154.0552298
White,2985000,4290.1874808
White,2925000,4379.1744713
White,75660,3231.3070575
White,109170,3374.827795
White,68920,3228.6136445
White,55740,3233.0857161
White,78050,3230.360725
Asian,1076300,857.45476219
Asian,1076300,1002.9531658
Asian,1076300,719.6524816
Asian,1076300,853.81797151
Asian,1076300,774.2883291
Asian,714900,13270.593405
Asian,715900,13916.530515
Asian,731900,15087.666317
Asian,744800,13731.080099
Asian,756900,15323.510658
White,897730,314.82399047
White,885730,325.19012385
White,897730,334.7553215
White,891730,333.64392796
White,889730,333.21827299
Other,6399500,515.63349768
Other,6399400,552.28644619
Other,6399400,579.44439477
Other,6401500,551.80390795
Other,6400500,519.05931994
Black,10000,1527.4221968
Black,10000,1541.2570025
Black,10000,1503.5490127
Black,10000,1526.4854739
Black,10000,1511.4182551
Black,81000,4582.2687082
Black,121850,4370.1515847
Black,113000,4518.1511795
Black,69320,4401.986202
Black,137890,4459.2613721
Black,808000,13270.593405
Black,961700,13916.530515
Black,919300,15087.666317
Black,1363500,13056.377149
Black,834000,15323.510658
White,50000,6369.0779967
White,50000,6375.5413562
White,50000,6342.0679252
White,50000,6286.1247024
White,50000,6351.2321474
Black,13360,1925.1537316
Black,13350,1956.4653282
Black,13250,1918.1100298
Black,13320,1956.2534028
Black,13380,1927.1773603
White,815200,8758.1129645
White,1370200,10189.986306
White,1370200,7290.3358427
White,786200,9027.9551058
White,848300,9593.2246929
White,1754000,2065.2403264
White,1775000,2153.8651058
White,1837000,1953.0942129
White,1524000,658.26942174
White,1659000,2032.2175457
White,164926300,53.612607564
White,166418400,53.818054755
White,164552400,54.11662514
White,164925900,55.293762084
White,164724700,54.082087737
Black,12860,2899.8392501
Black,12860,2947.0035856
Black,10000,2889.2293946
Black,10000,2946.6843646
Black,10000,2902.8874211
White,72436000,44.98350216
White,79739000,45.47275545
White,83073000,45.935602289
White,79141000,46.89080919
White,98576000,45.263364469
Hispanic,134050,4360.3045939
Hispanic,177750,4472.8511742
Hispanic,128350,4411.1371189
Hispanic,137750,4432.187233
Hispanic,173750,4436.3459965
White,1586800,1507.1536655
White,1722800,1579.6357861
White,1696800,1426.4397367
White,1574700,1474.3368125
White,1726800,1464.2588956
White,35494500,44.173049498
White,36325500,44.151559365
White,35764500,44.354193587
White,35353500,44.900546061
White,35932500,44.937287372
White,10000,6420.9032124
White,10000,6473.3248032
White,10000,6471.4269595
White,10000,6443.6013651
White,10000,6477.512312
Other,99100,12543.969057
Black,98370,11671.584756
Other,102000,11889.649123
Black,98550,12063.184307
Black,98800,11692.213132
White,20730,14668.282637
White,20680,15038.701649
White,20690,14869.459757
White,20795,14943.338712
White,20730,14918.286351
Hispanic,10000,5355.5281409
Hispanic,10000,5159.0523047
Hispanic,10000,5282.7141645
Hispanic,10000,5265.0229474
Hispanic,10000,5197.5900746
White,1209110,7137.7553336
White,1209120,7161.1286949
White,1209110,7715.9420713
White,1209110,7356.2796986
White,1209110,7833.849937
White,49650,13259.136842
White,49650,12958.893022
White,50750,12765.881558
White,50750,13067.077753
White,50750,12674.721345
Black,10000,1398.6372025
Black,10000,1392.8212151
Black,10000,1372.7777757
Black,10000,1412.8870986
Black,10000,1375.5765907
White,1898750,621.94885389
White,1897850,653.29117603
White,1900850,597.16907397
White,1898850,611.8923898
White,1901850,612.06934792
White,20870000,388.12382196
White,20877000,407.68488922
White,20729000,424.55577378
White,20759000,409.1107385
White,20760000,395.712761
White,2865000,4043.4794968
White,2893600,4143.348262
White,3795600,8189.5271722
White,3419600,7876.7368309
White,3234000,3976.9309467
Asian,937200,2621.4666772
Asian,946000,2611.4255405
Asian,937800,2817.057255
Asian,936600,2656.4110275
Asian,936700,2853.6733999
White,708700,5099.4005758
White,751000,5118.3467876
White,685700,5509.5055361
White,646100,5255.1367208
White,694300,5594.5448568
White,1184860,2936.0735364
White,1183860,2946.0915346
White,1173960,3173.1486764
White,1182950,3025.2117964
White,1173960,3222.0490862
White,31837000,37.776702174
White,32247000,37.876382693
White,32246000,38.050612515
White,32245000,38.439388773
White,30926000,38.28927458
White,1490040,10461.334138
White,1491480,10504.015753
White,1490860,11310.27354
White,1491040,10796.031096
White,1490310,11486.292563
White,375310,13270.593405
White,374410,13916.530515
White,374410,15074.837258
White,374400,13731.080099
White,376420,15310.48106
White,777790,9130.823041
White,807390,9166.9715695
White,815330,9872.8530935
White,797710,9418.8987825
White,806730,10024.974996
Asian,758130,1733.4745277
Asian,758010,1728.4105711
Asian,757110,1864.3247282
Asian,758101,1759.4478361
Asian,758110,1887.8451867
Black,10000,8418.9179166
Black,10000,8461.8612391
Black,10000,8336.0061599
Black,10000,8473.798832
Black,10000,8357.6010418
White,102310,1016.5592969
White,93310,623.22962839
White,300010,1041.7993425
White,65300,595.6670557
White,90090,625.34290778
Black,10000,4209.7913911
Black,10000,4009.4999457
Black,10000,3976.4877004
Black,10000,4188.384609
Black,10000,3975.235722
White,11139500,118.93159096
White,11139300,127.03084041
White,11127500,133.12755273
White,11120200,127.20984721
White,14841500,121.04824347
White,111210,16425.456175
White,61400,15807.404548
White,112630,15828.711405
White,86390,16152.745235
White,128340,15644.406961
White,29979100,140.46631979
White,30246100,142.70628524
White,29333100,144.80083116
White,29844100,145.2216744
White,29299100,142.54030556
White,862546600,2.7724054048
White,852706600,2.7840123711
White,878647700,2.8165986104
White,890112600,2.8683014371
White,874577600,2.7878268702
White,10000,18411.363045
White,10000,18340.674424
White,10000,18432.648183
White,10000,18257.906607
White,10000,18397.541992
Hispanic,10000,1813.0994469
Hispanic,10000,1784.5687165
Hispanic,10000,1807.6441632
Hispanic,10000,1819.3264264
Hispanic,10000,1807.9057833
White,2189100,7610.5110618
White,2189280,8962.2322024
White,2188390,6419.8980826
White,2189390,7692.4042239
White,2191400,6922.5949412
Black,63930,4389.3028698
Black,64210,4194.5929131
Black,62960,4283.6671421
Black,65120,4279.1056033
Black,65080,4220.1012221
White,54197200,603.71793184
White,55434200,610.22304681
White,52144800,615.41819841
White,54793800,627.8991245
White,52862900,609.28835919
White,249560,4157.8447257
White,250560,4172.0003067
White,250570,4485.3559994
White,250560,4282.3967613
White,250570,4551.876116
Black,10000,2372.5052681
Black,10000,2384.1120059
Black,10000,2349.5635412
Black,10000,2385.5951905
Black,10000,2354.305745
White,14350500,661.61860624
White,14350500,700.5646157
White,14350500,723.15896262
White,14351500,698.10001344
White,14351500,674.30834202
White,42120,18148.59168
White,47120,18165.984611
White,48120,18134.450973
White,42120,18156.269922
White,42120,18142.236381
Asian,126300,16659.74162
Asian,131900,15656.882284
Asian,128400,15736.208396
Asian,126500,16013.730608
Asian,127000,15404.867618
Black,10000,12649.395308
Black,10000,12897.43024
Black,10000,12570.697974
Black,10000,12828.524439
Black,10000,12668.666561
Black,52270,7502.5515387
Black,63400,7454.4469596
Black,68200,7391.9674003
Black,54720,7481.8370758
Black,66570,7396.9562655
Black,10000,3835.2954347
Black,10000,3819.3470315
Black,10000,3764.3845927
Black,10000,3874.3710158
Black,10000,3772.0594081
White,10000,14048.990184
White,10000,14004.20896
White,10000,14071.028894
White,10000,13956.970965
White,10000,14048.224695
Black,10000,2539.8091891
Black,10000,2539.0549355
Black,10000,2544.8793105
Black,10000,2536.1224072
Black,10000,2544.4669275
Black,10000,1448.4554782
Black,10000,1481.4746772
Black,10000,1437.7855233
Black,10000,1472.4050978
Black,10000,1444.2866307
White,112000,2868.323304
White,126900,2879.82359
White,129000,3099.8272065
White,115900,2957.6374825
White,114900,3147.6685476
White,1379980,7692.4399295
White,967700,7781.9782671
White,1202000,8429.6878154
White,1380000,7722.2506463
White,1015200,8545.0049305
Black,10000,1843.5984115
Black,10000,1885.6253456
Black,10000,1830.0176614
Black,10000,1874.0815581
Black,10000,1838.2922902
White,10000,9363.8238273
White,10000,8958.2720603
White,10000,9017.747289
White,10000,9374.1359513
White,10000,9086.0749999
White,397313000,115.82094421
White,396107700,116.14203534
White,395943800,116.76151765
White,208198600,119.49747052
White,394288400,117.2769951
White,255930,9068.3023818
White,55930,8750.3117304
White,54930,8737.8021474
White,55930,8748.4799056
White,55930,8740.6065094
White,22833200,46.501470666
White,23362200,45.577279981
White,22922200,45.680301275
White,22357200,46.21949671
White,23803200,47.291392491
White,796000,6569.7065453
White,887000,6592.30428
White,909000,7101.7492274
White,901000,6767.6772076
White,932000,7208.2490783
White,146700,16924.989182
White,176300,16940.381316
White,179700,16785.311525
White,385700,17438.321206
White,134160,16164.417232
White,48400,12342.952867
White,51400,12042.511231
White,46400,12159.063732
White,44400,12085.791929
White,51400,11997.470943
White,13400000,401.31980311
White,13400000,414.16989932
White,13400000,431.29660982
White,13400000,415.63200806
White,13400000,409.27762469
Black,10000,3526.4123707
Black,10000,3691.5972613
Black,10000,3637.5610652
Black,10000,3695.7160491
Black,10000,3645.4056168
White,248200,10169.741506
White,716300,8092.6797789
White,386300,10322.421981
White,636000,8273.0705242
White,719500,8885.2768312
Hispanic,1515600,486.20399486
Hispanic,1515600,510.61783848
Hispanic,1519600,463.53142281
Hispanic,1516600,481.90623367
Hispanic,1517600,476.87461092
White,2872720,348.28141074
White,2864720,367.50195236
White,2858720,334.75487593
White,3078820,710.5009169
White,2870820,338.05105266
White,118791,13552.733577
White,190831,13599.506941
White,190771,13664.066919
White,155751,13578.481816
White,190841,13647.27315
White,41444000,2087.7249327
White,41787000,2043.9840911
White,42251000,2107.0192355
White,41588000,2074.3161645
White,40610000,2056.8264924
White,5679000,7611.5891333
White,5679000,7981.2375996
White,5679000,8189.5271722
White,5679000,7876.7368309
White,5679000,7842.0570505
White,3704300,433.30338949
White,3703300,451.47472182
White,3704300,469.34669926
White,3703300,452.48490386
White,3704300,441.08739398
White,101646630,53.381460547
White,103474550,53.68983808
White,103773920,54.111585942
White,158492540,55.320130144
White,179207530,53.88013591
Asian,1383500,3136.6449795
Asian,1359600,3668.8909442
Asian,1386600,2632.55211
Asian,1334500,3123.3412792
Asian,1388600,2832.4148483
Hispanic,10000,2591.6955679
Hispanic,10000,2636.7974023
Hispanic,10000,2603.4542539
Hispanic,10000,2617.9131435
Hispanic,10000,2609.7485531
White,628800,13270.593405
White,628800,13916.530515
White,628800,15087.666317
White,628800,13731.080099
White,629800,15323.510658
Hispanic,63420,3811.6381177
Hispanic,65110,3728.9693214
Hispanic,63400,3756.4179329
Hispanic,71930,3755.2939978
Hispanic,68910,3712.7258556
White,762600,8436.7792745
White,742600,8434.4371208
White,743700,9138.5360384
White,743700,8633.9685019
White,740700,9262.139402
Black,35120,2753.5376527
Black,35110,2614.8504341
Black,35110,2643.7500704
Black,35120,2628.2349618
Black,35120,2609.6560049
Hispanic,270700,2126.1480971
Hispanic,271500,2133.8459596
Hispanic,268500,2294.4068258
Hispanic,269000,2191.4079038
Hispanic,267800,2328.2762201
White,10000,8838.6806464
White,10000,8712.0110719
White,10000,8809.1565391
White,10000,8704.8150538
White,10000,8781.8772015
White,101617500,48.024276895
White,101616600,47.604925711999996
White,101617500,47.977979099
White,101616500,48.950775975
White,101617500,48.308143253
White,114100,11702.640944
White,114200,10965.494566
White,113100,11151.11281
White,114200,11436.496613
White,113200,10994.032219
Black,10000,5597.4714819
Black,10000,5538.598012
Black,10000,5514.5007269
Black,10000,5652.3859253
Black,10000,5526.8747065
White,954050,4057.0864255
White,978050,4068.2665156
White,949960,4384.5817663
White,972950,4175.5558514
White,960060,4449.7774643
Asian,56400,1774.1555113
Asian,56400,1722.8129461
Asian,57400,1759.2920833
Asian,56400,1777.0478355
Asian,56400,1735.3269423
Asian,63900,8328.0131699
Asian,56600,8160.4672743
Asian,55100,8281.5999708
Asian,56900,8356.4282628
Asian,100800,8207.682718
Hispanic,100400,2555.3195825
Hispanic,100400,2404.7983915
Hispanic,100400,2420.4403467
Hispanic,100300,2452.2080624
Hispanic,100400,2384.6881049
White,8746000,3699.0370878
White,8747000,3824.0997556
White,8746000,3985.8680573
White,8746000,3834.3312512
White,8746000,3745.156026
White,310900,3058.9464495
White,319400,3071.4267672
White,317500,3307.1805787
White,313500,3156.8135146
White,317900,3358.6494217
Black,1711800,2059.0967783
Black,1718600,2421.278896
Black,1545450,1740.5589825
Black,1600810,2078.3644354
Black,1661150,1877.2955339
White,1853830,6015.7259396
White,1799820,7083.5221705
White,2702830,5072.328576
White,1909820,6078.7193347
White,2278820,5470.7106674
White,21810,2005.0794007
White,21900,2004.1932814
White,22800,2009.2133929
White,21800,2002.3953722
White,22810,2009.2796197
White,417000,9453.3371418
White,418000,9356.9549997
White,418000,9274.1570673
White,418000,9590.1968399
White,418000,9283.2127369
Asian,436100,1052.5374816
Asian,435100,1049.3105494
Asian,434100,1132.0615872
Asian,435100,1068.4289277
Asian,434100,1146.5673397
White,1491200000,7.2850442986
White,1768243000,7.3013983692
White,1604750000,7.3699473383
White,1743153000,7.5009577384
White,1518100000,7.3213226605
White,1430600,7200.9641804
White,1394600,7229.2745315
White,1342600,7782.7379537
White,1394600,7426.199595
White,1432600,7902.3289771
Hispanic,368910,2535.9482293
Hispanic,379750,2368.7657671
Hispanic,354030,2370.1999919
Hispanic,441300,2469.0836377
Hispanic,353240,2377.1973796
Black,10000,3749.2543073
Black,10000,3733.6636911
Black,10000,3679.9342813
Black,10000,3787.4532658
Black,10000,3687.4369196
White,1190000,7400.3287509
White,1208000,7682.951359
White,1263000,7064.6433131
White,1132000,2363.7635041
White,1175000,7253.6306721
Black,89100,3275.7074932
Black,139300,3398.115392
Black,94650,3316.6739095
Black,102800,3250.3733775
Black,103030,3305.7961789
White,186500,7866.9019616
White,186400,8050.0077939
White,185500,7812.281407
White,185400,8004.9340526
White,185400,7821.1163891
Hispanic,10000,3334.0737357
Hispanic,10000,3330.2159373
Hispanic,10000,3349.8653593
Hispanic,10000,3302.9849648
Hispanic,10000,3346.4771945
Hispanic,532080,2959.9706227
Hispanic,517570,4314.2024638
Hispanic,529080,3204.5103225
Hispanic,518680,4347.4403221
Hispanic,527280,3247.4238805
White,83000,2798.0673658
