a,y,sex,race,mom_educ,dad_educ,log_parent_income,log_parent_wealth,test_percentile
no_college,FALSE,Male,Non-Hispanic Black,Some college,No dad,24.444108795591468,23.71304305051699,21.288560006087252
no_college,FALSE,Male,Hispanic,< HS,Some college,1,15.660522767650523,2.7212506349832495
college,FALSE,Male,Non-Hispanic Non-Black,Some college,No dad,15.142934645063292,28.363060044906067,55.22144901017496
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,High school,33.68221216150963,29.87280080748841,5.862286500198341
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,High school,19.229463156168148,2.6645251550304287,74.15849801294675
no_college,TRUE,Male,Non-Hispanic Non-Black,High school,High school,23.23647923234615,33.3127915637404,1.490544884712154
no_college,FALSE,Male,Hispanic,Some college,Some college,28.92118104776626,33.06927882696187,0
no_college,FALSE,Male,Non-Hispanic Non-Black,College,Some college,48.358607092296936,22.534491124610874,45.535025626783266
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,High school,47.21132963973264,1,53.97067625836897
no_college,FALSE,Male,Non-Hispanic Black,High school,No dad,9.73664375569675,24.925287198269984,14.19496491913657
no_college,TRUE,Female,Non-Hispanic Non-Black,No mom,No dad,6.258981239487641,37.68818085791669,4.181658213915242
college,FALSE,Male,Non-Hispanic Black,Some college,No dad,1,30.592790897353062,9.554503344820292
no_college,FALSE,Male,Non-Hispanic Black,High school,High school,1,1.673331260939527,0
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,High school,26.59414603505838,22.124895014557115,8.2393243366711
college,TRUE,Male,Non-Hispanic Non-Black,College,College,92.8407028500354,35.16600869585168,24.59603923515266
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,< HS,32.67033207251118,15.368466547244891,27.274085802876677
no_college,FALSE,Male,Non-Hispanic Black,No mom,< HS,14.146088451959798,23.05847975883431,11.851697369065784
college,TRUE,Female,Non-Hispanic Non-Black,Some college,Some college,62.28314597171321,1,75.86670267813521
no_college,FALSE,Female,Non-Hispanic Black,High school,Some college,28.824990165496764,1,3.624703724571763
college,TRUE,Male,Non-Hispanic Non-Black,Some college,College,54.09610650261024,1,50.491893439114534
no_college,FALSE,Female,Hispanic,< HS,< HS,46.38018082252556,1,0
no_college,FALSE,Male,Non-Hispanic Black,Some college,Some college,2.4864888630973923,18.30922193627445,0
no_college,FALSE,Female,Hispanic,< HS,< HS,31.45739332972373,5.859955224458262,18.27931483721268
no_college,FALSE,Female,Hispanic,< HS,No dad,21.85090724843044,4.016975483264973,22.803187710328395
no_college,TRUE,Male,Non-Hispanic Non-Black,Some college,No dad,46.29260083951718,1,0
college,TRUE,Female,Non-Hispanic Non-Black,College,College,1.8993593372087858,75.83475332044873,43.722802644123156
college,FALSE,Male,Non-Hispanic Non-Black,High school,High school,8.400334551562015,23.95881576595376,8.912152982248358
college,TRUE,Female,Non-Hispanic Non-Black,College,College,1,1,36.10886393439126
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,< HS,41.273669472514214,10.874190399349768,37.58864754301217
no_college,FALSE,Male,Non-Hispanic Non-Black,College,College,31.451866607138076,28.453909610831467,51.300071868632415
no_college,FALSE,Male,Non-Hispanic Black,Some college,High school,15.724882744739107,24.427176175016896,32.822147500014644
no_college,FALSE,Female,Non-Hispanic Black,< HS,No dad,10.118605025055002,1,11.302969382435212
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,High school,37.455161580166916,35.14115239299781,37.214376636631
no_college,FALSE,Male,Non-Hispanic Non-Black,< HS,< HS,21.752272396261727,5.411324539699386,44.45667099359993
no_college,FALSE,Female,Non-Hispanic Black,No mom,No dad,1,1,0
no_college,FALSE,Female,Hispanic,College,Some college,27.88975982484415,24.440737778631334,28.09322611043114
no_college,FALSE,Female,Hispanic,< HS,No dad,1,3.884892545597788,8.222162282969474
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,High school,40.141452950160804,30.738072565394305,15.831066344699497
no_college,FALSE,Female,Hispanic,< HS,< HS,7.347224382695533,1,4.063794978412547
no_college,FALSE,Female,Non-Hispanic Black,High school,Some college,6.313697866955607,4.596008469885668,36.87294136224794
college,TRUE,Female,Non-Hispanic Non-Black,Some college,Some college,22.07308423456491,51.232004054133654,35.70658900924192
college,FALSE,Female,Non-Hispanic Non-Black,Some college,College,46.710749833000946,33.515397757200944,100
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,High school,28.78559190073387,1,22.372797767520485
college,TRUE,Female,Hispanic,College,College,5.031122103560204,55.03389439795487,21.595263277523458
no_college,FALSE,Female,Hispanic,< HS,< HS,8.572982441777786,27.649370105117292,30.845677754470618
college,TRUE,Male,Hispanic,Some college,College,93.25025874621632,81.96790082612864,52.60060828781634
no_college,FALSE,Male,Hispanic,High school,No dad,22.74103738465939,14.584554213371849,3.291750516746177
no_college,TRUE,Male,Hispanic,< HS,< HS,6.069212796682777,1,12.022400801034141
college,FALSE,Female,Non-Hispanic Non-Black,College,College,17.650174290988687,1,40.04878799017017
college,FALSE,Female,Non-Hispanic Non-Black,College,College,1,33.301972755499236,50.38327058204065
no_college,FALSE,Female,Hispanic,< HS,< HS,4.5858352756935865,17.619223773567345,16.44073589917974
no_college,FALSE,Male,Hispanic,< HS,High school,28.182075041148465,1,36.106374024730584
college,FALSE,Male,Hispanic,High school,High school,38.000241164073216,1,41.557266436195796
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,Some college,39.12456696850924,49.92817378962026,43.34305582094614
college,TRUE,Male,Non-Hispanic Non-Black,High school,College,26.444655783530507,24.495100715597594,59.4700492798292
no_college,FALSE,Female,Hispanic,No mom,No dad,21.824929077058478,25.404811237792906,0
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,College,35.14890340407044,1,25.4859324098384
no_college,FALSE,Male,Non-Hispanic Black,< HS,High school,30.303182134702,1,0
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,High school,47.925716247807095,40.495225862059044,2.3739515999247054
no_college,FALSE,Male,Hispanic,< HS,< HS,1,14.15618046041509,13.125291844564046
no_college,FALSE,Female,Hispanic,< HS,< HS,26.71369793359601,33.00319873735499,8.894368833194395
college,FALSE,Female,Non-Hispanic Non-Black,College,College,52.06662509405378,37.77650432285414,31.83649511277937
no_college,FALSE,Male,Non-Hispanic Black,High school,No dad,7.83055158272377,1,13.422030927760591
no_college,FALSE,Female,Non-Hispanic Non-Black,No mom,College,42.99449216744249,1,10.718406571140182
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,No dad,102.48949424816898,32.06369680610065,5.170133881667095
no_college,FALSE,Female,Hispanic,< HS,Some college,4.158959829447509,18.46875231856447,35.48888542441984
no_college,FALSE,Male,Hispanic,< HS,< HS,6.168649915397747,18.19784379290386,30.30539326093232
no_college,TRUE,Male,Non-Hispanic Non-Black,High school,High school,47.19976966572859,39.799347354715835,37.17224277792547
college,TRUE,Male,Non-Hispanic Non-Black,No mom,College,47.93666515625765,31.427873676286435,68.53991133465
no_college,FALSE,Male,Non-Hispanic Black,College,Some college,25.07377355231906,43.07716938464996,0
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,College,16.346603278863842,1,0
no_college,TRUE,Male,Non-Hispanic Non-Black,College,Some college,37.70221603155957,1,0
no_college,FALSE,Male,Hispanic,Some college,College,13.921568544960264,31.97216343542228,13.611643518146
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,No dad,56.470376305833625,13.61270767000234,42.9695779946325
no_college,FALSE,Female,Non-Hispanic Non-Black,< HS,< HS,1,19.59850298002275,17.085870410569864
no_college,FALSE,Male,Hispanic,Some college,No dad,37.95791529366896,7.980660630507636,12.629927163714253
no_college,FALSE,Male,Non-Hispanic Black,No mom,No dad,3.9695290201733204,9.7906524950314,32.74410631854236
no_college,FALSE,Female,Hispanic,High school,High school,37.96447551533045,34.08084806245862,47.201062891513075
no_college,TRUE,Female,Non-Hispanic Non-Black,High school,< HS,61.89612344564846,1,3.7810221583655874
no_college,FALSE,Female,Non-Hispanic Non-Black,< HS,No dad,13.235646124993956,1,0
no_college,FALSE,Male,Hispanic,< HS,Some college,8.386538462216258,10.272573646705846,23.656203241653635
college,TRUE,Male,Non-Hispanic Non-Black,College,College,2.5508795178007517,1,7.9789881036162456
no_college,FALSE,Male,Hispanic,College,No dad,27.76895629203065,27.887110364611026,28.546093946701546
no_college,FALSE,Male,Hispanic,Some college,No dad,18.854245069010457,1,15.703284850464541
no_college,FALSE,Male,Non-Hispanic Black,High school,Some college,3.4377181524410023,1,37.81734909413166
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,High school,28.234993392403048,1,35.80152785618343
college,FALSE,Female,Non-Hispanic Black,Some college,No dad,2.5213993238223473,8.098098910057981,20.247536078126267
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,No dad,14.151131826323063,15.37855116471147,59.645797687581805
no_college,FALSE,Female,Non-Hispanic Black,Some college,No dad,1,1,0
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,No dad,27.079112470270317,35.04446388647825,14.092355861967146
no_college,FALSE,Male,Non-Hispanic Black,High school,No dad,15.531921424084288,2.479630265472668,9.211341848027448
no_college,FALSE,Female,Hispanic,< HS,Some college,22.26342072210275,12.352117965215996,12.392612943682815
no_college,FALSE,Male,Non-Hispanic Non-Black,College,Some college,49.193417860508674,19.681735568525777,14.221749064206467
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,High school,7.7678340804004264,21.25871033743194,0
college,TRUE,Male,Non-Hispanic Non-Black,College,College,21.983466186744824,25.214100390711625,100
college,TRUE,Female,Non-Hispanic Non-Black,< HS,Some college,40.51648786106038,58.084855402035615,45.09776030279332
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,Some college,65.7039465434305,46.31617094618818,32.30069563488334
no_college,TRUE,Female,Non-Hispanic Black,High school,Some college,19.27901767059368,21.924282725376,14.395058051343025
no_college,FALSE,Female,Non-Hispanic Black,< HS,No dad,2.0255145729581283,13.026896831942777,0
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,High school,76.68812246608623,23.699648166804245,19.577252379343808
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,No dad,32.321296245134334,35.57372454700757,3.970191911488307
no_college,FALSE,Male,Non-Hispanic Black,Some college,No dad,27.7720101622689,7.625228795404034,9.20688927803003
college,FALSE,Male,Non-Hispanic Non-Black,Some college,College,1,56.28933379602019,56.661507752409186
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,No dad,4.574816612370093,19.468839231579086,44.53886826932941
no_college,TRUE,Male,Non-Hispanic Non-Black,College,College,23.045841786270945,23.054878385847537,0
no_college,FALSE,Male,Non-Hispanic Non-Black,College,High school,24.8190570150645,8.488338427102503,28.559166235905607
no_college,FALSE,Male,Hispanic,< HS,< HS,38.96581095449818,23.381837171874725,0
no_college,FALSE,Male,Hispanic,< HS,High school,1,7.1886608064230835,4.464676707014659
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,No dad,56.362463466843934,12.734381747210305,0
college,TRUE,Female,Non-Hispanic Non-Black,College,College,31.18266751781331,33.989151853652885,3.6141611574505674
college,TRUE,Male,Non-Hispanic Non-Black,Some college,Some college,15.433722940034567,69.64613462958594,27.27511429395597
college,TRUE,Male,Non-Hispanic Non-Black,College,College,47.66588788158294,30.618253644280138,0
college,FALSE,Male,Non-Hispanic Non-Black,Some college,College,48.88069244998728,64.88313704678289,84.20469570131384
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,High school,1,43.09238827298894,19.076731060066727
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,High school,1,1,18.354837192613047
college,FALSE,Female,Non-Hispanic Non-Black,College,College,5.065447788016549,74.6493783834407,0.04411099156271803
no_college,FALSE,Female,Non-Hispanic Black,No mom,No dad,12.665615711807012,13.766126947695936,29.179848444277685
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,High school,18.811059309761834,10.908302200490628,15.272269526671199
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,No dad,3.349596444228073,1,8.621696859121501
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,High school,5.654927096362826,13.7149867858727,13.691965517057698
no_college,FALSE,Male,Non-Hispanic Non-Black,< HS,< HS,33.89524739402574,42.74448812593448,31.635229550826462
no_college,TRUE,Male,Non-Hispanic Non-Black,Some college,High school,1,2.0929248378089476,11.308669708235126
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,College,69.03035111705913,15.632340000894384,0
no_college,TRUE,Male,Hispanic,High school,High school,8.834311243825278,7.661034375138039,21.11437267173071
no_college,TRUE,Male,Hispanic,< HS,< HS,17.865072220842084,1,4.812066010947232
no_college,TRUE,Female,Non-Hispanic Black,High school,No dad,4.478181488446458,1,47.5963489593561
no_college,TRUE,Female,Hispanic,Some college,Some college,104.00153513175655,55.65064111848633,19.187789181629277
no_college,FALSE,Male,Non-Hispanic Black,High school,High school,13.007876395519881,22.40248232110315,15.846362864319145
college,FALSE,Female,Non-Hispanic Black,College,College,1,34.122567210060254,32.31089058131603
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,Some college,31.84359220493719,47.98623948766923,35.42205561670531
no_college,FALSE,Female,Non-Hispanic Black,< HS,High school,1,10.065381327200306,0
no_college,FALSE,Male,Non-Hispanic Black,High school,Some college,13.921793407465453,13.553683451168201,24.26166681362642
no_college,FALSE,Male,Non-Hispanic Non-Black,< HS,No dad,47.617881674584545,48.303217115214636,17.79160071627313
no_college,FALSE,Female,Non-Hispanic Non-Black,< HS,No dad,44.950570599310225,12.089358276893474,0.019408844304710016
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,No dad,34.124106993605004,58.74524660009294,0
college,TRUE,Male,Non-Hispanic Non-Black,College,College,1,1,79.80120534465134
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,Some college,29.018325192730053,42.67875950939175,37.59977193487127
college,FALSE,Female,Non-Hispanic Black,Some college,High school,1,16.95712887563925,0.6127166330107379
no_college,FALSE,Male,Non-Hispanic Black,< HS,< HS,37.56947989405785,7.563376617395883,19.444872240778896
college,TRUE,Female,Non-Hispanic Non-Black,High school,College,108.76482964208991,79.99724010716994,92.58642862573636
no_college,TRUE,Male,Non-Hispanic Black,High school,Some college,16.3862346819558,18.998573852100463,0
no_college,FALSE,Male,Non-Hispanic Black,< HS,< HS,12.739651026003632,22.473348730612464,12.827301121463977
no_college,FALSE,Female,Non-Hispanic Non-Black,College,High school,1,23.377432327506273,49.614159599808815
no_college,FALSE,Male,Non-Hispanic Black,No mom,No dad,6.005147340479541,12.87586181019228,1.7064414534100543
college,FALSE,Female,Non-Hispanic Black,College,College,46.95349628595342,16.63230195244367,0
no_college,FALSE,Female,Non-Hispanic Black,High school,High school,52.504563336593094,34.379495855494014,3.480497100546616
no_college,TRUE,Male,Non-Hispanic Non-Black,High school,High school,20.969097147610825,12.359213313877335,17.967831886503312
no_college,FALSE,Female,Non-Hispanic Black,High school,No dad,12.208556846426026,6.222424824357475,2.0990254668476833
no_college,FALSE,Female,Hispanic,High school,High school,5.394940553927265,66.53503554404882,21.87790509630168
no_college,FALSE,Female,Hispanic,No mom,< HS,1,11.831326059907205,24.17231172254145
no_college,FALSE,Male,Non-Hispanic Black,High school,No dad,21.37022556791176,25.428931637656653,5.780567969536639
college,TRUE,Male,Non-Hispanic Non-Black,College,College,25.643489283203188,46.30916099829281,29.77330518426815
no_college,FALSE,Female,Hispanic,Some college,High school,6.6053167324720405,33.521862724756055,6.0930481190810575
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,High school,1,37.359282335247045,18.71106641079017
college,TRUE,Male,Non-Hispanic Non-Black,College,College,83.0705944906905,29.564597861818793,10.432924965071876
college,TRUE,Female,Hispanic,< HS,< HS,26.932377323003415,1,37.366465515174106
no_college,FALSE,Male,Non-Hispanic Non-Black,No mom,High school,23.93135947211414,8.200219595008221,25.408559135302042
no_college,FALSE,Male,Non-Hispanic Black,High school,High school,1,16.510151333426368,22.064483124191643
no_college,FALSE,Female,Non-Hispanic Non-Black,College,No dad,17.205559688203085,48.39783783149943,11.108968421012651
no_college,FALSE,Male,Non-Hispanic Black,Some college,No dad,11.55911976099762,1,1.4482262052658417
no_college,FALSE,Female,Non-Hispanic Black,High school,Some college,10.313763125541332,13.360447890047961,14.91164162103047
college,FALSE,Female,Hispanic,Some college,No dad,1,1,30.767058142113832
no_college,FALSE,Male,Non-Hispanic Black,< HS,No dad,1,10.871313745144088,8.730377904815157
no_college,FALSE,Male,Non-Hispanic Black,< HS,No dad,20.558989201910453,3.672425946376042,15.273571780707087
college,TRUE,Male,Non-Hispanic Non-Black,College,College,77.410596070408,29.419360218309453,49.819154851228475
no_college,FALSE,Female,Non-Hispanic Black,High school,No dad,8.947654608986758,20.05241818792208,20.50123525736995
no_college,FALSE,Female,Hispanic,College,No dad,63.18783221384277,29.441436873185197,41.166406363126704
college,TRUE,Male,Non-Hispanic Non-Black,High school,Some college,1,49.3456532940725,0
no_college,FALSE,Male,Hispanic,Some college,High school,41.136480616754596,36.9359339881056,13.930317735991276
no_college,TRUE,Male,Non-Hispanic Non-Black,Some college,High school,26.490968703304862,11.07881065373412,37.30443996943931
no_college,FALSE,Female,Hispanic,No mom,Some college,5.405443991694286,23.267083972283604,26.478372503805332
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,College,14.887011333249296,44.31239526445785,65.24310457726465
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,High school,1,8.826336762675238,18.048933139963687
college,TRUE,Male,Non-Hispanic Non-Black,Some college,High school,34.233415033684715,7.1976662906096145,18.90966043556292
no_college,FALSE,Male,Hispanic,High school,No dad,6.189104260985157,1,10.735771761152211
no_college,FALSE,Male,Non-Hispanic Black,< HS,No dad,14.928992315119578,26.697401277340344,22.89353067314741
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,Some college,18.783693670674772,45.40064473225476,32.129805527111536
no_college,TRUE,Male,Non-Hispanic Non-Black,Some college,College,34.890699947596126,22.244693547448005,0
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,High school,46.75674167272352,15.389144227153297,10.343843257854564
no_college,FALSE,Female,Non-Hispanic Black,Some college,No dad,1,33.96311392271239,23.906466672225974
no_college,FALSE,Male,Hispanic,< HS,No dad,32.97684390276715,1,12.081081888421666
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,High school,17.691527290837477,19.640446797258143,24.329784784018088
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,< HS,38.02132395712068,9.929775710810382,25.367508603559955
no_college,FALSE,Male,Non-Hispanic Black,High school,< HS,34.57418958274403,16.777624657057363,35.795794193675285
college,FALSE,Female,Non-Hispanic Non-Black,Some college,No dad,63.7491427536245,36.427436393917844,26.5760861405945
no_college,FALSE,Male,Hispanic,< HS,Some college,2.711527376843696,12.687238656136877,24.2651552324035
no_college,FALSE,Male,Non-Hispanic Non-Black,No mom,No dad,12.240149386713178,32.953275983054816,53.76493042577667
college,FALSE,Female,Non-Hispanic Non-Black,Some college,College,1,1,65.95467370136603
no_college,FALSE,Male,Non-Hispanic Black,< HS,No dad,17.05095837196478,8.01666000339308,24.021191468534255
no_college,TRUE,Female,Non-Hispanic Non-Black,College,College,55.36347142703012,10.747293533764239,20.069016890112856
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,High school,8.522103033479091,7.631912586374423,14.6824415384311
no_college,FALSE,Male,Hispanic,College,Some college,12.16188695632974,37.382455140180845,18.49699735363707
no_college,FALSE,Female,Non-Hispanic Black,High school,No dad,9.133707030977522,1,0
no_college,FALSE,Female,Non-Hispanic Black,Some college,No dad,27.267980769782525,48.32857685083452,37.48519669071217
no_college,TRUE,Female,Hispanic,Some college,Some college,25.127789336464488,1,6.213681534705106
no_college,FALSE,Male,Hispanic,Some college,College,7.138217705269302,31.71126254945098,15.309476867115492
no_college,FALSE,Female,Non-Hispanic Non-Black,No mom,< HS,1,30.11629883259979,0
college,FALSE,Female,Non-Hispanic Non-Black,College,No dad,26.81147117015714,93.50117723168887,18.44168956950586
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,Some college,1,24.4074442731968,0
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,High school,48.26891806549281,15.239866310886192,36.684274121643185
no_college,FALSE,Female,Hispanic,College,High school,17.99435530801203,33.857432802546285,28.81695303817298
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,College,1.2394038444403712,52.53837876561127,0
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,High school,38.41586116180986,15.687300366268882,25.229620145908452
college,TRUE,Female,Hispanic,High school,Some college,29.640011126866206,13.946462104105471,0
no_college,FALSE,Female,Hispanic,No mom,Some college,45.48187031145476,47.33294856091435,21.965214121446767
no_college,FALSE,Female,Non-Hispanic Black,< HS,High school,20.2140916951694,25.592842995041693,20.862922378207717
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,< HS,34.38063343804165,52.36598175140172,10.776016832028287
no_college,FALSE,Male,Hispanic,No mom,No dad,10.297213627134795,6.96836668913896,14.377576427875375
no_college,FALSE,Female,Hispanic,< HS,< HS,5.261358212597857,12.428789899515152,0.1343952248144955
no_college,FALSE,Female,Hispanic,< HS,< HS,24.10035009692666,1,21.864429545938428
no_college,FALSE,Female,Non-Hispanic Black,High school,No dad,12.068833513340746,13.183095115251804,20.641779228020653
college,FALSE,Male,Hispanic,< HS,No dad,24.54435640742455,1,44.22487443480388
college,TRUE,Female,Non-Hispanic Non-Black,< HS,< HS,5.076788041081198,1.536498675272302,42.254812619027376
no_college,FALSE,Female,Hispanic,< HS,No dad,25.071971968381025,29.170741913915112,0
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,High school,35.855444450249244,38.2703765854034,0
no_college,FALSE,Female,Hispanic,Some college,Some college,18.531714482726414,23.237175429087582,26.77812270574234
college,TRUE,Female,Non-Hispanic Non-Black,Some college,No dad,1,39.95092974414222,70.66697826148634
no_college,FALSE,Female,Hispanic,Some college,< HS,23.40684171689204,1,29.541850593320483
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,High school,26.729289968150024,22.412442686547934,0
college,FALSE,Female,Non-Hispanic Non-Black,Some college,High school,50.1480391988793,70.90484864843688,57.84792881982155
no_college,FALSE,Female,Non-Hispanic Black,< HS,No dad,1.9731726784112293,14.31186834681152,4.9990915904800985
college,TRUE,Female,Non-Hispanic Non-Black,< HS,Some college,51.60100762746117,40.04900979739312,0
no_college,FALSE,Male,Non-Hispanic Black,High school,No dad,11.751591251373545,16.383438170830395,17.897474445127973
college,FALSE,Male,Non-Hispanic Non-Black,College,College,19.279241315681965,1,71.27529858233518
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,No dad,1,28.285223916527556,6.627009505335238
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,High school,1.4049385879892675,19.16827535395443,18.179007499997773
no_college,FALSE,Male,Non-Hispanic Non-Black,< HS,Some college,42.01593076729518,1,27.921132375407357
no_college,FALSE,Female,Hispanic,College,No dad,9.593354761014936,40.743053545039785,16.276736282582693
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,< HS,32.10242414797155,37.882152509005465,42.30859295145791
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,No dad,39.59254629532577,17.793470887576852,12.563760802992208
no_college,FALSE,Female,Non-Hispanic Black,No mom,College,6.72377170737492,5.5186836204804655,6.292339347048031
no_college,FALSE,Male,Non-Hispanic Black,Some college,High school,15.582729467976081,7.983389472678612,0
no_college,FALSE,Male,Hispanic,< HS,No dad,8.44436128841967,1,30.03972796996016
no_college,TRUE,Male,Non-Hispanic Non-Black,College,College,82.06088079584038,40.10079403134969,51.13486909400838
no_college,FALSE,Female,Non-Hispanic Black,High school,< HS,20.414601521826366,8.823007739683383,6.253912102851384
no_college,FALSE,Female,Non-Hispanic Non-Black,< HS,High school,10.90241724703146,49.171625696641044,38.83938736327942
no_college,FALSE,Female,Non-Hispanic Black,Some college,High school,23.33537474237474,39.95744137721617,0
no_college,FALSE,Female,Hispanic,< HS,< HS,5.753229530232111,14.793330673615088,2.1728957354065344
no_college,FALSE,Female,Non-Hispanic Black,High school,No dad,1,11.545344009975874,20.35622795049531
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,No dad,49.27057721104205,1,27.40565429784254
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,High school,15.309306016878004,10.837720091001382,60.18582129507416
no_college,FALSE,Male,Hispanic,< HS,Some college,25.583683359764144,23.990107144805336,24.86296267930757
no_college,FALSE,Male,Hispanic,No mom,< HS,1,41.32420533020854,68.22117148600535
college,FALSE,Female,Non-Hispanic Non-Black,Some college,College,47.28065966883473,1,20.14583647911295
no_college,FALSE,Male,Hispanic,College,Some college,47.61821922533496,2.135228804732815,16.30772069680645
no_college,FALSE,Male,Non-Hispanic Non-Black,< HS,< HS,1.0736761996009143,2.04266983327771,38.46862261724869
college,TRUE,Male,Non-Hispanic Non-Black,College,College,48.51594305224894,27.429214821109568,68.09036373364091
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,High school,35.424605286236115,11.033272249993201,32.33619873556349
no_college,TRUE,Female,Non-Hispanic Non-Black,College,College,51.810626599455745,62.38538910138327,93.8789477500832
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,Some college,23.75047893598104,35.99595729675305,12.403026457300019
no_college,FALSE,Female,Hispanic,< HS,< HS,7.615970038500695,16.515215581991487,0
no_college,FALSE,Female,Hispanic,< HS,< HS,1,8.911117646435269,11.575345011224856
college,TRUE,Male,Non-Hispanic Black,College,College,40.302659428070356,57.02099885930835,32.86281845709955
college,FALSE,Female,Non-Hispanic Black,College,College,28.2757969448162,57.0887208503936,21.70703856574712
no_college,TRUE,Male,Hispanic,High school,High school,1,20.642566389941372,24.23111523336946
no_college,FALSE,Male,Hispanic,High school,Some college,33.16155315931139,28.731264705380017,36.011232613457864
college,FALSE,Male,Non-Hispanic Non-Black,College,High school,15.448939051796017,56.37548744698243,19.761033628218936
college,FALSE,Male,Non-Hispanic Non-Black,College,College,9.111462415960279,26.794652541951237,87.45826712074157
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,< HS,38.53122263361364,1,0
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,< HS,12.19811151460253,57.62833809406113,21.354396795110574
no_college,FALSE,Male,Hispanic,No mom,No dad,23.95249986572012,15.387281557449157,20.646408267143556
no_college,FALSE,Male,Non-Hispanic Black,Some college,< HS,13.424314780657689,26.33884312861707,0.8369621011428166
no_college,FALSE,Male,Non-Hispanic Black,< HS,< HS,20.447353511601925,29.08550786725452,17.354564008235
no_college,FALSE,Male,Non-Hispanic Black,Some college,No dad,16.281416848976786,16.318556419567866,0
no_college,FALSE,Female,Hispanic,Some college,Some college,1,36.88662045337902,50.99409583710303
college,FALSE,Female,Non-Hispanic Non-Black,High school,No dad,59.08993214223888,33.58672734497977,36.15913798162924
college,FALSE,Female,Non-Hispanic Black,Some college,Some college,1,1,3.465317360518103
college,FALSE,Male,Non-Hispanic Non-Black,High school,High school,14.259483614189378,51.91387703844332,0
no_college,FALSE,Female,Non-Hispanic Black,College,No dad,40.03347181713159,34.40649294994704,54.914028928480136
college,TRUE,Female,Non-Hispanic Non-Black,High school,College,71.40829341815203,28.26306390808425,58.82394871511859
no_college,FALSE,Male,Non-Hispanic Non-Black,College,College,23.70953135922965,32.26968783824866,15.269705396311865
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,No dad,32.063133086278285,8.846662894741891,23.086964292432977
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,College,28.75031549965641,18.278048628566467,26.305874509745294
no_college,FALSE,Female,Non-Hispanic Black,< HS,High school,1,21.729938199746435,36.378880100609535
